exercise_id,id,name_ptbr,name_en,name_fr,instruction_ptbr,instruction_en,instruction_fr,muscle_groups_ids,muscle_groups_nomes,exercise_equipments_ids,exercise_equipments_nomes,exercise_level_id,exercise_level_nome,avoid_health_conditions_ids,avoid_health_conditions_nomes,caution_health_condition_ids,caution_health_condition_nomes,ambiente_permitido,calories,image_url,video_url
ex_140,e5930275-af4c-482d-947f-0bdd81c8e888,Prancha com miniband,Plank with miniband,Planche avec miniband,Faça prancha com miniband acima dos joelhos.,Do plank with miniband above the knees.,Faites la planche avec minibande au-dessus des genoux.,core; rectus_abdominis; glutes; erector_spinae,Core (Geral); Reto Abdominal; Eretores da Espinha; Glúteos (Geral),elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1TUR2MdqVoTA1fY1K252vSe6wDFeqSOkD/view?usp=sharing
ex_141,1490dbfc-819e-4704-8570-5d573025cd85,Rollout com roda abdominal,Ab wheel rollout,Roue abdominale rollout,"Apoie os joelhos e role a roda à frente, mantendo o core firme.","On knees, roll the wheel forward keeping core tight.","À genoux, faites rouler la roue en avant en gardant le core ferme.",core,Core (Geral),ab_wheel,roda abdominal,advanced,Avançado,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/10h4q3JC8KBE9d8Oa7l6yLAujcyx8-oYh/view?usp=sharing
ex_142,5be6adce-0d7f-4e0f-9ab5-e22ede0eca58,Anti-rotação com elástico,Anti-rotation with band,Anti-rotation avec bande élastique,"Fique em pé, segure elástico e resista à rotação.","Stand, hold band and resist trunk rotation.","Debout, tenez un élastique et résistez à la rotation.",core,Core (Geral),elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,135,,https://drive.google.com/file/d/111kKRxzvTdhbxn2Sd8t7ODaVJSMBWYbC/view?usp=sharing
ex_143,4c7c4813-0a5c-4a50-8685-6e425e5a315a,Cable anti-rotação (Pallof Press),Cable anti-rotation (Pallof Press),Anti-rotation à la poulie (Pallof Press),"Use a polia, segure o cabo e resista à rotação do tronco.","Use cable, hold handle and resist trunk rotation.","Utilisez la poulie, tenez la poignée et résistez à la rotation.",core,Core (Geral),cable_row,remada baixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,145,,https://drive.google.com/file/d/1m5d8yn7aquUv-iFjaCos0_OB96W8obLh/view?usp=sharing
ex_144,a4fee4a2-c60a-49a0-a09f-5688a3aa8953,Woodchopper no cross,Woodchopper on cable machine,Woodchopper à la poulie,Puxe o cabo de cima para baixo em movimento de torção.,Pull cable downward in a twisting motion.,Tirez la poulie de haut en bas avec torsion du tronc.,core; obliques,Core (Geral); Oblíquos,cable_row,remada baixa,advanced,Avançado,none,Nenhuma,none,Nenhuma,Academia,160,,https://drive.google.com/file/d/1feJlpaSQAGh-EYRnbHmt7662X0eJM6YS/view?usp=sharing
ex_145,2053a31e-311f-4e6b-86f5-60f70f61b792,Knee raise pendurado,Hanging knee raise,Relevé de genoux suspendu,Pendure-se e eleve os joelhos em direção ao peito.,Hang and lift knees toward chest.,Suspendez-vous et levez les genoux vers la poitrine.,core; rectus_abdominis,Core (Geral); Reto Abdominal,bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,170,,https://drive.google.com/file/d/169LVDWiKqfLQbLTaFbvjbLDaPL_8qdq9/view?usp=sharing
ex_146,ec74cf9d-97f6-4007-bab5-8cd5ce16ab9e,Farmer's carry unilateral,Unilateral farmer's carry,Farmer's carry unilatéral,Caminhe segurando um halter apenas de um lado.,Walk holding a dumbbell on one side.,Marchez en tenant un haltère d’un seul côté.,core; erector_spinae,Core (Geral); Eretores da Espinha,dumbbells; kettlebell,halteres; kettlebell,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,190,,https://drive.google.com/file/d/1_6BclsPmfsy859A18LJmh66pYQG2Um88/view?usp=sharing
ex_147,e3ebf206-2a42-4b2b-99fe-ac404a62f740,Prancha com elevação alternada de pernas,Plank with alternating leg raise,Planche avec élévation alternée des jambes,"Na prancha, alterne elevação de pernas.","In plank, alternate leg lifts.","En planche, alternez l’élévation des jambes.",core; glutes; rectus_abdominis; erector_spinae,Core (Geral); Reto Abdominal; Eretores da Espinha; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,130,,https://drive.google.com/file/d/1DFcTHQtZkpx2clDJfCSLLXDlqXXnhtDS/view?usp=sharing
ex_148,fb43a0e8-7c0e-41b0-b5bf-c15c966b0e57,Prancha com toque nos ombros,Plank with shoulder taps,Planche avec tapotement des épaules,"Na prancha, toque alternadamente nos ombros.","In plank, tap shoulders alternately.","En planche, touchez les épaules alternativement.",core; shoulders; glutes; obliques,Core (Geral); Oblíquos; Ombros (Geral); Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,140,,https://drive.google.com/file/d/1j0n5CWjde7xS4z3Wjd2V0eDiVDyiaHCJ/view?usp=sharing
ex_149,2d47dd56-a295-4278-8867-65e7ea77ab35,Dead bug com miniband,Dead bug with miniband,Dead bug avec miniband,"Deite-se, miniband nos pés, mova braços e pernas.","Lie down, miniband on feet, move arms and legs.","Allongez-vous, minibande aux pieds, bougez bras et jambes.",core; rectus_abdominis; hip_flexors,Core (Geral); Reto Abdominal; Flexores do Quadril,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/1yb298x3nevVmh1CypH0mOZa0yzb6W0Bh/view?usp=sharing
ex_151,6892415f-cdd1-47b2-8429-aedea2a8b784,Pike push-up,Pike push-up,Pompes en pike,Flexione os braços levando a cabeça em direção ao chão.,Bend your arms bringing head toward the floor.,Pliez les bras en amenant la tête vers le sol.,deltoids; triceps_brachii; pectoralis_major,Peitoral Maior; Deltóides; Tríceps Braquial,none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,150,,https://drive.google.com/file/d/1lOlRWkWQ_K3ocvyRm1Qt8GZ8woUoPbah/view?usp=sharing
ex_152,7794e5d4-f33b-4cc5-bcff-29023182a758,Prancha com toque de ombro,Plank with shoulder tap,Planche avec tapotement d’épaule,"Na prancha, toque alternadamente cada ombro.","In plank, alternately touch each shoulder.","En planche, touchez chaque épaule en alternance.",deltoids; core; stabilizers,Músculos Estabilizadores; Core (Geral); Deltóides,none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,130,,https://drive.google.com/file/d/1j0n5CWjde7xS4z3Wjd2V0eDiVDyiaHCJ/view?usp=sharing
ex_153,557c7d1f-c3e7-4538-bf2d-987bbd6abe69,Elevação lateral com halteres,Lateral raise with dumbbells,Élévation latérale avec haltères,Levante os halteres lateralmente até a altura dos ombros.,Lift dumbbells laterally to shoulder height.,Levez les haltères sur les côtés jusqu’aux épaules.,deltoids; trapezius,Trapézio; Deltóides,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1PGb-z1IkQRuz5jRTwsmBtJVa4sg77OTW/view?usp=sharing
ex_154,4fa9fe58-59f9-4a74-8bfc-7f8f17699b17,Desenvolvimento com halteres,Dumbbell shoulder press,Développé militaire avec haltères,Empurre os halteres acima da cabeça.,Press dumbbells overhead.,Poussez les haltères au-dessus de la tête.,deltoids; triceps_brachii,Deltóides; Tríceps Braquial,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1W8fqLDNj_IzOKJ7j1iTzssz2mtJXz0Rc/view?usp=sharing
ex_155,7a1c9561-c5f4-4fcd-ac44-1d0c9e00f8c7,Remada alta com elástico,Upright row with band,Rowing menton avec bande élastique,Puxe o elástico para cima mantendo cotovelos erguidos.,Pull the band upward keeping elbows high.,"Tirez l’élastique vers le haut, coudes levés.",deltoids,Deltóides,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,135,,https://drive.google.com/file/d/1s_A8UtCwqHyO5oxjrH3DOgweBnT88yNP/view?usp=sharing
ex_156,c1814af7-10f7-41a9-ba02-8a1c43cff7b4,Desenvolvimento com barra,Barbell shoulder press,Développé militaire avec barre,Empurre a barra acima da cabeça.,Press the bar overhead.,Poussez la barre au-dessus de la tête.,deltoids; triceps_brachii,Deltóides; Tríceps Braquial,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,170,,https://drive.google.com/file/d/1EutL64e2CVDEC2rrhLyW_PyBRg2myUON/view?usp=sharing
ex_157,ed4e1c71-f1e6-41d5-8870-858b565d0e53,Elevação frontal com halteres,Front raise with dumbbells,Élévation frontale avec haltères,Levante os halteres à frente até a altura dos ombros.,Lift dumbbells forward to shoulder height.,Levez les haltères devant jusqu’aux épaules.,deltoids; pectoralis_major,Peitoral Maior; Deltóides,dumbbells,halteres,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,145,,https://drive.google.com/file/d/1FJ9ILVovC0NGxWwbCEFfyvgmV0UEwWYJ/view?usp=sharing
ex_158,d0c356a3-58b2-450f-8ffd-d5f97be870c3,Crucifixo invertido no peck deck,Reverse fly on pec deck,Écarté inversé à la machine pec deck,Abra e feche os braços no peck deck.,Open and close arms on the pec deck.,Ouvrez et fermez les bras à la machine pec deck.,deltoids,Deltóides,pec_deck,voador/peck deck,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,150,,https://drive.google.com/file/d/13WUMjArnUIzec2r9DI21Zf1V63_Fk8lH/view?usp=sharing
ex_159,925bf53d-bbb6-4313-be7e-8aeca5701cf9,Arnold press,Arnold press,Développé Arnold,Faça o desenvolvimento girando os halteres ao subir.,Do shoulder press rotating dumbbells upward.,Faites un développé en tournant les haltères en montant.,deltoids; triceps_brachii; trapezius,Trapézio; Deltóides; Tríceps Braquial,dumbbells,halteres,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Lombar; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,180,,https://drive.google.com/file/d/1sGySICRhtrWUF0qRzW0J0h6WrIE5mfd8/view?usp=sharing
ex_160,66221b08-5b3f-4551-99b2-9350f7e7202f,Push press com barra,Barbell push press,Push press avec barre,Empurre a barra acima da cabeça com impulso.,Push the bar overhead with momentum.,Poussez la barre au-dessus de la tête avec élan.,deltoids; triceps_brachii,Deltóides; Tríceps Braquial,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,210,,https://drive.google.com/file/d/1wxIVn1_Ns3y1x00IqhHU0QUCswqSxn2Q/view?usp=sharing
ex_161,20ee343e-d705-4c44-93bf-041f5839b06f,Prancha pike walk,Pike plank walk,Marche en planche pike,Ande para trás e para frente na posição de pike.,Walk forward and backward in pike position.,Avancez et reculez en position pike.,deltoids; core; glutes,Core (Geral); Deltóides; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,140,,https://drive.google.com/file/d/1W-jV4vSo9K3usLQLlZpRxz10CkvrL42F/view?usp=sharing
ex_162,6dc9dcd3-524f-4a6b-838e-fe236ef37dd6,Prancha com giro de tronco,Plank with trunk rotation,Planche avec rotation du tronc,"Na prancha, gire o tronco alternadamente.","In plank, rotate the torso alternately.","En planche, tournez le tronc en alternance.",deltoids; obliques; core,Core (Geral); Oblíquos; Deltóides,none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,130,,https://drive.google.com/file/d/1YLfQMGKnTVSiDbfF2JH6KVtfgq1bDcqa/view?usp=sharing
ex_163,52904c68-51ac-4cfe-a374-ed6f8875079f,Toque alternado em parede na prancha,Alternating wall tap plank,Planche avec tapotement alterné contre le mur,"Na prancha, toque alternadamente a parede.","In plank, alternately touch the wall.","En planche, touchez le mur en alternance.",deltoids; core; stabilizers,Músculos Estabilizadores; Core (Geral); Deltóides,wall,parede,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,135,,https://drive.google.com/file/d/1ZL13u9YvBbX_E76g1-RJ0PQ_p_TTHeW7/view?usp=sharing
ex_164,bc4cf273-eb47-46ad-a324-b845c3932046,Desenvolvimento com elástico,Band shoulder press,Développé avec bande élastique,Empurre o elástico acima da cabeça.,Press the band overhead.,Poussez l’élastique au-dessus de la tête.,deltoids; triceps_brachii,Deltóides; Tríceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1XNPQUQT_LygQB4YZ4BZDN42xM_nZW1dt/view?usp=sharing
ex_165,6aa9b340-6126-46f0-b320-5258f1aa695c,Elevação lateral com miniband,Lateral raise with miniband,Élévation latérale avec minibande,Afaste os braços com miniband nos punhos.,Spread arms with miniband on wrists.,Écartez les bras avec miniband aux poignets.,deltoids; trapezius,Trapézio; Deltóides,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/1PXr-o4a_hqn-rUgAzSeYNkrrYpd82VnA/view?usp=sharing
ex_166,8eac5f65-0e18-4127-8eeb-a0b33d1e71f5,Face pull com elástico,Face pull with band,Face pull avec bande élastique,Puxe o elástico em direção ao rosto.,Pull the band toward the face.,Tirez l’élastique vers le visage.,deltoids; trapezius; rhomboids,Trapézio; Rombóides; Deltóides,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1awkg3XucUEKb25QTBCRsCN2PPbqg-S4x/view?usp=sharing
ex_167,081cec7a-63a8-4351-9533-a7ed83daa5a8,Desenvolvimento no Smith,Smith machine shoulder press,Développé militaire à la Smith machine,Empurre a barra do Smith acima da cabeça.,Press the Smith machine bar overhead.,Poussez la barre du Smith au-dessus de la tête.,deltoids; triceps_brachii,Deltóides; Tríceps Braquial,smith_machine,barra guiada (smith),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Ombro; Pós-parto,Academia,150,,https://drive.google.com/file/d/1wFCpW63JWA4RJ52RTxI2WhYMQ5MFcu3L/view?usp=sharing
ex_168,932fca45-7f67-48fb-b6da-de9c61adcf15,Elevação lateral na polia,Lateral raise on pulley,Élévation latérale à la poulie,Levante os braços lateralmente usando a polia.,Raise arms laterally using pulley.,Levez les bras sur les côtés avec la poulie.,deltoids; trapezius,Trapézio; Deltóides,cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Academia,140,,https://drive.google.com/file/d/1lArcgcXfhoTiQ9SGlbk1-cqL3O2_U3T-/view?usp=sharing
ex_169,0173d0ae-52e0-4ef9-906c-844937f4f5be,Face pull no cross,Face pull on cable,Face pull à la poulie,Puxe a corda do cross em direção ao rosto.,Pull cable rope toward the face.,Tirez la corde de la poulie vers le visage.,deltoids; trapezius; rhomboids,Trapézio; Rombóides; Deltóides,cable_row,remada baixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,145,,https://drive.google.com/file/d/1HXfoke5tq2fe5uK1J7Bx0-tWkrM3YT2m/view?usp=sharing
ex_170,97318edc-c28f-483d-a19f-55371e309c7b,Elevação frontal com anilha,Front raise with plate,Élévation frontale avec disque,Levante a anilha à frente do corpo.,Lift weight plate forward.,Levez le disque devant vous.,deltoids; pectoralis_major,Peitoral Maior; Deltóides,bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1HXfoke5tq2fe5uK1J7Bx0-tWkrM3YT2m/view?usp=sharing
ex_171,dce9d47d-f085-4b0f-ba2e-97de9663e81a,Remada alta com barra,Upright row with barbell,Rowing menton avec barre,Puxe a barra até a altura do peito.,Pull bar up to chest height.,Tirez la barre jusqu’à la poitrine.,deltoids; trapezius; biceps_brachii,Trapézio; Deltóides; Bíceps Braquial,bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,150,,https://drive.google.com/file/d/1ynq69ZzAOOq2HcVUOM4Mdqala3F61Wmv/view?usp=sharing
ex_172,b5598ddd-7718-47a8-8a65-65da078a04b3,Press militar com barra,Military press with barbell,Développé militaire avec barre,Empurre a barra acima da cabeça.,Press the bar overhead.,Poussez la barre au-dessus de la tête.,deltoids; triceps_brachii,Deltóides; Tríceps Braquial,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Lombar; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,165,,https://drive.google.com/file/d/1zXdMCx0qywFnS1zfouWAcS1Px4p0SLzl/view?usp=sharing
ex_173,e184a803-4372-4924-a526-54a5833513d8,Elevação frontal/ lateral com halteres,Front/ lateral raise with dumbbells,Élévation frontale/latérale avec haltères,Levante os halteres à frente e aos lados.,Lift dumbbells forward and sideways.,Levez les haltères devant et sur les côtés.,deltoids; pectoralis_major; trapezius,Trapézio; Peitoral Maior; Deltóides,dumbbells,halteres,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,145,,https://drive.google.com/file/d/17OCxRtLLxbwCex_JPiqtMMf4NQ_c11d5/view?usp=sharing
ex_174,d0735049-9994-416a-9bd5-70a5d46be667,Flexão de braço tradicional,Push-up,Pompe classique,Deite no chão e empurre o corpo para cima e para baixo.,Lie on the floor and push your body up and down.,Allongez-vous au sol et poussez le corps vers le haut et le bas.,pectoralis_major; triceps_brachii; deltoids; core,Core (Geral); Peitoral Maior; Deltóides; Tríceps Braquial,none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,170,,https://drive.google.com/file/d/1DhP1javyheVn45qnYbzhF3kKW4IgnM2z/view?usp=sharing
ex_175,2a6974ce-0be0-4c4d-8f41-63ff87d763f4,Flexão de braço com pegada aberta,Wide-grip push-up,Pompe prise large,Faça a flexão com mãos afastadas para maior ativação do peito.,Perform the push-up with hands wide apart for more chest activation.,Faites la pompe avec les mains écartées pour plus d’activation de la poitrine.,chest; triceps_brachii; deltoids,Peito (Geral); Deltóides; Tríceps Braquial,none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,175,,https://drive.google.com/file/d/1nrICUnm9VI8Ue7shCtRKeW6yumf4BZD3/view?usp=sharing
ex_176,70b9fb13-3a55-48f2-86fc-ad0c99db4a6d,Flexão declinada (pés elevados),Decline push-up (feet elevated),Pompe déclinée (pieds surélevés),Apoie os pés elevados e realize a flexão.,Place feet elevated and perform the push-up.,Placez les pieds surélevés et réalisez la pompe.,pectoralis_major; triceps_brachii; deltoids; core,Core (Geral); Peitoral Maior; Deltóides; Tríceps Braquial,bench; step,step; banco,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,180,,https://drive.google.com/file/d/1TTAMeie9jmVnFlbTUjCIZ_GnLzM9w_TH/view?usp=sharing
ex_177,27cbe0f8-cb72-4b07-b01e-2bb6299f256e,Supino com halteres no chão,Floor dumbbell press,Développé couché haltères au sol,Deite no chão e empurre os halteres para cima.,Lie on the floor and press the dumbbells upward.,Allongez-vous au sol et poussez les haltères vers le haut.,pectoralis_major; triceps_brachii; deltoids,Peitoral Maior; Deltóides; Tríceps Braquial,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1dTF1cTVm6Go15SpiLvMo9B7nDB4zthti/view?usp=sharing
ex_178,17100227-b6f3-427e-aee4-4de02e2412d4,Flexão com elástico de resistência,Resistance band push-up,Pompe avec bande de résistance,Coloque o elástico nas costas e faça a flexão.,Place band on back and perform push-up.,Placez l’élastique dans le dos et faites la pompe.,pectoralis_major; triceps_brachii; deltoids; core,Core (Geral); Peitoral Maior; Deltóides; Tríceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,185,,https://drive.google.com/file/d/1xbxQbSHNNvJrXrhzh1C00RyGc47OIuHY/view?usp=sharing
ex_179,a27e592f-9fe4-436e-a8ad-f7d443831f8c,Crucifixo com halteres deitado,Dumbbell chest fly (lying),Écarté couché haltères,Deite no chão e abra e feche os braços com halteres.,Lie on floor and open and close arms with dumbbells.,Allongez-vous au sol et ouvrez/fermez les bras avec des haltères.,chest,Peito (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,150,,https://drive.google.com/file/d/1Jut9-e_0Jv4kIRco0TvrBmqAxzrjTkZE/view?usp=sharing
ex_180,f8d44200-1685-448c-9dd9-4d86dfe35047,Supino reto com barra,Barbell bench press,Développé couché barre,Deite no banco e empurre a barra para cima.,Lie on bench and press barbell upward.,Allongez-vous sur le banc et poussez la barre vers le haut.,pectoralis_major; triceps_brachii; deltoids,Peitoral Maior; Deltóides; Tríceps Braquial,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,190,,https://drive.google.com/file/d/1N2FhbaBSRhW3Vp7B6xqalXPcMqJQuzrf/view?usp=sharing
ex_181,e11505a4-6774-49ae-bc0f-4d8c64c7749d,Supino inclinado com barra,Incline barbell bench press,Développé incliné barre,Deite no banco inclinado e empurre a barra para cima.,Lie on incline bench and press barbell upward.,Allongez-vous sur le banc incliné et poussez la barre vers le haut.,pectoralis_major; triceps_brachii; deltoids,Peitoral Maior; Deltóides; Tríceps Braquial,bar_fixed_bar; bench,barra/barra fixa; banco,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Lombar; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,185,,https://drive.google.com/file/d/12e6o2WbAin4bSLR2rNxpmxWz1ZIxtTpf/view?usp=sharing
ex_182,c264ca0d-4be0-4234-8393-3394fd1207bd,Crossover no cross,Cable crossover,Crossover à la poulie,Puxe os cabos para frente unindo as mãos.,Pull the cables forward bringing hands together.,Tirez les câbles vers l’avant en joignant les mains.,chest,Peito (Geral),cable_row,remada baixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,175,,https://drive.google.com/file/d/1BwfAZ66D9spY2RhLZDi86V7sfxrrAFj7/view?usp=sharing
